name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
"Abeokuta, Ogun, Nigeria",2023-02-16,95.9,76.2,85.0,94.5,76.2,85.8,63.3,52.2,0.0,0,0.0,,0,0,17.7,13.9,11.5,1009.1,24.5,2.2,286.9,24.9,10,10,2023-02-16T07:03:41,2023-02-16T18:57:59,0.87,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"65210099999,DNIB,DNMM,65201099999,65100099999,65208099999"
"Abeokuta, Ogun, Nigeria",2023-02-17,96.0,76.0,84.3,93.5,76.0,83.9,57.8,43.5,0.0,0,0.0,,0,0,18.8,11.7,38.0,1010.4,22.3,0.9,286.4,24.9,10,10,2023-02-17T07:03:27,2023-02-17T18:58:06,0.9,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"DNIB,DNMM,65201099999,65100099999,65208099999"
"Abeokuta, Ogun, Nigeria",2023-02-18,97.6,72.9,84.6,95.6,72.9,84.0,56.7,42.7,0.0,0,0.0,,0,0,15.9,9.2,99.5,1009.6,25.5,1.4,269.7,23.4,9,10,2023-02-18T07:03:11,2023-02-18T18:58:12,0.94,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"65210099999,DNIB,DNMM,remote,65201099999,65100099999,65208099999"
"Abeokuta, Ogun, Nigeria",2023-02-19,95.0,76.3,84.1,99.0,76.3,86.4,64.9,53.0,0.0,0,0.0,,0,0,18.8,9.6,259.8,1009.9,28.1,0.6,286.4,24.7,10,10,2023-02-19T07:02:55,2023-02-19T18:58:18,0.97,Partially cloudy,Partly cloudy throughout the day.,fog,"DNIB,DNMM,65201099999,65100099999,65208099999"
"Abeokuta, Ogun, Nigeria",2023-02-20,95.1,76.8,85.0,105.0,76.8,91.1,72.9,68.7,0.0,0,0.0,,0,0,18.1,11.4,186.5,1010.0,22.5,1.0,281.4,24.6,10,10,2023-02-20T07:02:38,2023-02-20T18:58:23,0.0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"65210099999,DNMM,65201099999"
"Abeokuta, Ogun, Nigeria",2023-02-21,99.9,78.8,86.1,106.4,78.8,93.9,75.4,74.0,0.0,0,0.0,,0,0,21.3,11.5,216.6,1009.8,35.8,2.9,280.1,24.2,10,30,2023-02-21T07:02:20,2023-02-21T18:58:27,0.04,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"65210099999,DNIB,DNMM,remote,65201099999,65100099999,65208099999"
"Abeokuta, Ogun, Nigeria",2023-02-22,95.5,78.8,85.6,107.4,78.8,94.4,76.5,76.2,0.0,0,0.0,,0,0,22.6,10.3,200.4,1010.7,37.9,2.1,248.1,21.3,9,30,2023-02-22T07:02:02,2023-02-22T18:58:31,0.07,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"DNIB,DNMM,65201099999,65100099999,65208099999"
"Abeokuta, Ogun, Nigeria",2023-02-23,96.1,80.5,86.1,110.7,87.3,97.8,78.4,79.6,0.0,0,0.0,,0,0,22.4,10.0,200.4,1010.4,39.4,3.1,258.3,22.4,9,30,2023-02-23T07:01:42,2023-02-23T18:58:34,0.1,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"65210099999,DNIB,DNMM,65201099999,65100099999,65208099999"
"Abeokuta, Ogun, Nigeria",2023-02-24,99.9,78.8,86.8,108.6,78.8,96.4,76.7,74.7,0.051,100,8.33,rain,0,0,24.4,11.4,202.1,1009.6,60.9,8.9,245.5,21.1,9,60,2023-02-24T07:01:23,2023-02-24T18:58:36,0.14,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"65210099999,DNIB,DNMM,remote,65201099999,65100099999,65208099999"
"Abeokuta, Ogun, Nigeria",2023-02-25,94.0,80.9,86.2,106.7,86.0,96.0,76.2,73.3,0.035,100,4.17,rain,0,0,24.2,15.0,197.1,1010.3,87.4,11.5,233.6,20.1,9,60,2023-02-25T07:01:02,2023-02-25T18:58:38,0.17,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"DNMM,remote,65201099999,65208099999"
"Abeokuta, Ogun, Nigeria",2023-02-26,99.2,75.1,85.6,111.1,75.1,91.1,72.9,68.9,0.012,100,4.17,rain,0,0,21.7,15.0,192.0,1010.7,53.9,11.2,246.2,21.3,9,60,2023-02-26T07:00:41,2023-02-26T18:58:40,0.2,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"65210099999,DNIB,DNMM,remote,65201099999,65100099999,65208099999"
"Abeokuta, Ogun, Nigeria",2023-02-27,95.0,80.5,85.8,105.0,87.2,95.3,76.7,76.2,0.008,100,4.17,rain,0,0,21.0,31.3,200.0,1012.1,67.9,10.5,262.1,22.5,9,30,2023-02-27T07:00:19,2023-02-27T18:58:41,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"DNIB,DNMM,remote,65201099999,65100099999,65208099999"
"Abeokuta, Ogun, Nigeria",2023-02-28,97.7,75.2,84.5,107.5,75.2,89.8,74.2,74.0,0.035,100,4.17,rain,0,0,23.0,13.9,188.0,1013.3,43.6,5.9,268.4,23.2,10,30,2023-02-28T06:59:57,2023-02-28T18:58:41,0.27,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"DNIB,DNMM,65201099999,65100099999,65208099999"
"Abeokuta, Ogun, Nigeria",2023-03-01,95.8,75.2,83.9,107.4,75.2,89.8,74.7,75.9,1.142,100,8.33,rain,0,0,21.0,11.4,187.7,1012.2,46.8,5.6,262.5,22.7,9,60,2023-03-01T06:59:34,2023-03-01T18:58:41,0.3,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"65210099999,DNIB,DNMM,65201099999,65100099999"
"Abeokuta, Ogun, Nigeria",2023-03-02,93.6,78.8,85.1,107.7,78.8,94.0,77.1,78.1,0.0,0,0.0,,0,0,21.0,13.9,181.3,1011.0,54.0,6.0,226.4,19.5,9,60,2023-03-02T06:59:11,2023-03-02T18:58:41,0.33,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"65210099999,DNIB,DNMM,65201099999,65100099999,65208099999"
"Abeokuta, Ogun, Nigeria",2023-03-03,93.2,76.8,83.4,110.4,76.8,92.3,77.5,83.6,0.004,100,4.17,rain,0,0,21.0,33.2,186.9,1010.9,58.5,5.7,208.5,18.0,8,60,2023-03-03T06:58:47,2023-03-03T18:58:40,0.37,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"DNIB,DNMM,65201099999,65100099999,65208099999"
"Abeokuta, Ogun, Nigeria",2023-03-04,93.2,75.1,83.1,108.7,75.1,90.5,75.8,79.8,0.0,0,0.0,rain,0,0,20.6,11.4,213.3,1011.1,59.9,5.4,196.7,17.1,6,60,2023-03-04T06:58:22,2023-03-04T18:58:39,0.4,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"DNIB,DNMM,65201099999,65100099999,65208099999"
