name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
"Abeokuta, Ogun, Nigeria",2017-01-11,93.2,75.2,83.3,102.8,75.2,88.1,74.4,77.1,0.0,0,0.0,,0,0,17.9,11.5,196.2,1009.7,38.1,3.9,215.0,18.5,8,,2017-01-11T07:02:32,2017-01-11T18:46:50,0.46,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"65210099999,DNMM,remote,65201099999,65208099999"
"Abeokuta, Ogun, Nigeria",2017-01-12,93.2,77.3,83.9,105.0,77.3,89.9,76.1,79.3,0.0,0,0.0,,0,0,17.7,11.4,185.8,1011.3,45.9,4.7,212.9,18.4,8,,2017-01-12T07:02:50,2017-01-12T18:47:19,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"65210099999,DNIB,DNMM,65201099999,65100099999,65208099999"
"Abeokuta, Ogun, Nigeria",2017-01-13,91.4,78.8,83.7,102.6,78.8,91.5,77.3,82.4,0.0,0,0.0,,0,0,16.3,6.9,232.0,1011.3,45.3,5.0,183.8,15.8,8,,2017-01-13T07:03:07,2017-01-13T18:47:47,0.53,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"65210099999,65213099999,DNIB,65202099999,DNMM,remote,65201099999,65100099999,65208099999"
"Abeokuta, Ogun, Nigeria",2017-01-14,96.8,68.0,82.7,94.6,68.0,83.5,62.1,56.2,0.0,0,0.0,,0,0,14.8,10.3,355.3,1009.6,30.2,4.7,251.9,21.8,9,,2017-01-14T07:03:23,2017-01-14T18:48:15,0.56,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"DNMM,65201099999,65208099999"
"Abeokuta, Ogun, Nigeria",2017-01-15,91.4,69.8,79.5,94.4,69.8,80.2,65.5,65.6,0.0,0,0.0,,0,0,15.7,6.9,149.7,1009.6,28.7,3.7,247.7,21.4,9,,2017-01-15T07:03:38,2017-01-15T18:48:42,0.6,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"DNIB,DNMM,65201099999,65100099999,65208099999"
"Abeokuta, Ogun, Nigeria",2017-01-16,93.2,73.4,81.8,102.8,73.4,86.5,73.1,76.3,0.0,0,0.0,,0,0,19.2,9.3,199.3,1009.8,37.3,3.7,247.9,21.5,9,,2017-01-16T07:03:53,2017-01-16T18:49:09,0.63,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"DNMM,65201099999,65208099999"
"Abeokuta, Ogun, Nigeria",2017-01-17,93.4,77.8,83.6,102.7,77.8,89.4,75.4,78.1,0.0,0,0.0,,0,0,18.3,9.7,201.9,1009.6,40.2,4.7,237.7,20.7,9,,2017-01-17T07:04:06,2017-01-17T18:49:36,0.66,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"DNIB,DNMM,65201099999,65100099999,65208099999"
"Abeokuta, Ogun, Nigeria",2017-01-18,93.2,77.0,83.8,105.0,77.0,91.2,76.8,81.0,0.0,0,0.0,,0,0,22.6,8.1,212.1,1010.5,42.3,4.5,212.1,18.3,8,,2017-01-18T07:04:19,2017-01-18T18:50:02,0.69,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"DNMM,65201099999"
"Abeokuta, Ogun, Nigeria",2017-01-19,93.2,78.4,84.1,107.5,78.4,91.9,76.6,79.9,0.0,0,0.0,,0,0,16.3,8.1,204.7,1011.1,54.7,5.1,211.7,18.3,8,,2017-01-19T07:04:30,2017-01-19T18:50:27,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"DNIB,65213099999,DNMM,65201099999,65100099999,65208099999"
"Abeokuta, Ogun, Nigeria",2017-01-20,92.4,78.8,84.2,107.1,78.8,93.3,77.7,82.1,0.0,0,0.0,,0,0,17.4,10.8,220.2,1010.6,49.7,4.6,219.7,18.8,8,,2017-01-20T07:04:41,2017-01-20T18:50:52,0.76,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"DNIB,DNMM,65201099999,65100099999,65208099999"
"Abeokuta, Ogun, Nigeria",2017-01-21,93.3,78.8,84.3,107.5,78.8,93.3,77.8,82.2,0.0,0,0.0,,0,0,23.7,10.3,207.8,1010.1,47.5,4.8,212.9,18.3,8,,2017-01-21T07:04:51,2017-01-21T18:51:16,0.79,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"65210099999,DNMM,remote,65201099999,65208099999"
"Abeokuta, Ogun, Nigeria",2017-01-22,90.7,78.8,84.3,105.2,78.8,95.1,78.5,83.3,0.0,0,0.0,,0,0,24.8,12.4,209.4,1010.5,51.6,5.4,174.0,15.3,8,,2017-01-22T07:05:00,2017-01-22T18:51:40,0.82,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"65210099999,DNMM,65201099999"
"Abeokuta, Ogun, Nigeria",2017-01-23,95.0,76.4,84.7,107.4,76.4,92.9,76.3,77.6,0.0,0,0.0,,0,0,21.5,10.3,221.1,1011.2,54.7,4.8,185.7,16.0,6,,2017-01-23T07:05:07,2017-01-23T18:52:03,0.85,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"65210099999,DNMM,remote,65201099999"
"Abeokuta, Ogun, Nigeria",2017-01-24,95.0,75.2,83.9,101.8,75.2,89.7,74.0,74.3,0.0,0,0.0,,0,0,19.5,9.2,213.7,1012.1,43.4,5.7,221.4,19.2,8,,2017-01-24T07:05:14,2017-01-24T18:52:26,0.89,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"65210099999,DNMM,65201099999,65208099999"
"Abeokuta, Ogun, Nigeria",2017-01-25,95.0,76.0,83.9,105.2,76.0,89.1,73.6,73.4,0.0,0,0.0,,0,0,19.0,11.4,196.1,1012.3,39.6,5.2,227.3,19.7,8,,2017-01-25T07:05:20,2017-01-25T18:52:48,0.92,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"65210099999,DNIB,DNMM,remote,65201099999,65100099999,65208099999"
"Abeokuta, Ogun, Nigeria",2017-01-26,95.0,77.0,84.0,105.2,77.0,90.1,74.9,76.0,0.0,0,0.0,,0,0,19.7,9.2,218.1,1013.4,47.5,4.9,235.3,20.3,9,,2017-01-26T07:05:25,2017-01-26T18:53:09,0.95,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"65210099999,DNIB,DNMM,65201099999,65100099999,65208099999"
"Abeokuta, Ogun, Nigeria",2017-01-27,94.0,78.5,85.1,104.6,78.5,92.9,75.5,74.9,0.0,0,0.0,,0,0,20.6,12.8,189.7,1013.6,52.8,5.6,251.4,21.7,9,,2017-01-27T07:05:29,2017-01-27T18:53:30,0.98,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"65210099999,DNIB,DNMM,remote,65201099999,65100099999,65208099999"
"Abeokuta, Ogun, Nigeria",2017-01-28,93.2,77.3,84.5,107.5,77.3,92.5,76.7,79.1,0.0,0,0.0,,0,0,20.6,9.2,230.5,1013.1,41.9,5.4,242.8,21.1,9,,2017-01-28T07:05:32,2017-01-28T18:53:50,0.0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"DNMM,65201099999"
"Abeokuta, Ogun, Nigeria",2017-01-29,93.2,78.0,84.2,105.1,78.0,92.1,76.5,79.0,0.0,0,0.0,,0,0,19.9,11.4,203.9,1012.4,53.8,5.6,233.7,20.0,8,,2017-01-29T07:05:34,2017-01-29T18:54:09,0.05,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"65210099999,DNIB,DNMM,65201099999,65100099999,65208099999"
"Abeokuta, Ogun, Nigeria",2017-01-30,93.7,78.9,84.1,107.5,78.9,93.2,77.3,81.3,0.039,100,4.17,rain,0,0,15.2,12.6,201.0,1011.9,54.2,5.3,206.0,17.6,7,,2017-01-30T07:05:35,2017-01-30T18:54:28,0.09,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"DNIB,DNMM,65201099999,65100099999"
"Abeokuta, Ogun, Nigeria",2017-01-31,91.4,77.0,83.3,105.5,77.0,90.7,76.0,79.6,0.169,100,4.17,rain,0,0,22.4,9.2,223.6,1011.5,59.2,4.7,195.8,16.9,7,,2017-01-31T07:05:36,2017-01-31T18:54:46,0.12,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"DNIB,DNMM,remote,65201099999,65100099999,65208099999"
"Abeokuta, Ogun, Nigeria",2017-02-01,89.6,78.0,82.9,105.2,78.0,89.5,75.6,79.3,0.004,100,4.17,rain,0,0,15.7,10.2,197.0,1011.2,48.3,4.1,177.0,15.4,7,,2017-02-01T07:05:35,2017-02-01T18:55:03,0.16,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"65210099999,DNIB,DNMM,remote,65201099999,65100099999,65208099999"
"Abeokuta, Ogun, Nigeria",2017-02-02,93.3,76.7,83.8,105.1,76.7,90.2,75.6,77.7,0.0,0,0.0,,0,0,20.4,8.5,216.6,1012.0,61.9,5.8,230.0,19.8,9,,2017-02-02T07:05:33,2017-02-02T18:55:20,0.19,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"65210099999,65213099999,DNMM,remote,65201099999"
"Abeokuta, Ogun, Nigeria",2017-02-03,91.5,74.3,83.7,105.1,74.3,91.2,76.7,80.2,0.0,0,0.0,,0,0,20.6,11.4,193.2,1011.9,52.3,6.1,241.9,21.0,8,,2017-02-03T07:05:30,2017-02-03T18:55:36,0.23,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"65210099999,DNIB,DNMM,remote,65201099999,65100099999,65208099999"
"Abeokuta, Ogun, Nigeria",2017-02-04,93.3,78.4,84.7,107.5,78.4,92.7,76.4,77.7,0.004,100,4.17,rain,0,0,14.5,10.3,184.7,1011.4,45.4,5.1,205.6,17.8,7,,2017-02-04T07:05:27,2017-02-04T18:55:51,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"DNMM,remote,65201099999,65208099999"
"Abeokuta, Ogun, Nigeria",2017-02-05,93.2,78.0,84.6,110.4,78.0,93.6,77.7,81.1,0.0,0,0.0,,0,0,18.8,10.3,210.9,1010.8,49.2,5.2,232.2,20.1,9,,2017-02-05T07:05:22,2017-02-05T18:56:05,0.3,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"65210099999,DNMM,remote,65201099999,65208099999"
"Abeokuta, Ogun, Nigeria",2017-02-06,96.8,80.2,86.0,109.9,86.9,97.1,77.9,78.5,0.0,0,0.0,,0,0,19.0,10.3,217.5,1010.5,54.3,5.1,234.0,20.1,9,,2017-02-06T07:05:16,2017-02-06T18:56:19,0.34,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"65210099999,DNMM,remote,65201099999"
"Abeokuta, Ogun, Nigeria",2017-02-07,96.8,80.2,85.6,107.5,87.2,96.4,77.8,79.1,0.0,0,0.0,,0,0,20.4,9.6,207.5,1009.9,47.3,4.8,234.5,20.1,9,,2017-02-07T07:05:10,2017-02-07T18:56:32,0.37,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"65210099999,65213099999,DNMM,65201099999,65208099999"
"Abeokuta, Ogun, Nigeria",2017-02-08,91.0,79.9,84.6,103.7,79.9,94.8,77.9,81.1,0.039,100,4.17,rain,0,0,19.0,7.7,195.2,1009.7,52.4,4.9,226.4,19.6,9,,2017-02-08T07:05:02,2017-02-08T18:56:45,0.41,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"65210099999,DNMM,65201099999"
"Abeokuta, Ogun, Nigeria",2017-02-09,91.9,78.8,83.9,101.8,78.8,92.8,77.4,81.9,0.315,100,4.17,rain,0,0,17.2,6.0,206.7,1010.0,49.3,4.8,211.0,18.2,7,,2017-02-09T07:04:54,2017-02-09T18:56:57,0.44,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"65210099999,DNIB,DNMM,remote,65201099999,65100099999"
"Abeokuta, Ogun, Nigeria",2017-02-10,93.2,78.8,84.3,107.5,78.8,92.9,77.2,80.5,0.0,0,0.0,,0,0,20.6,8.1,227.5,1009.3,42.2,4.4,216.9,18.7,9,,2017-02-10T07:04:45,2017-02-10T18:57:08,0.48,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"65210099999,65213099999,DNIB,DNMM,65201099999,65100099999,65208099999"
"Abeokuta, Ogun, Nigeria",2017-02-11,93.2,78.8,84.9,107.5,78.8,94.5,77.6,79.9,0.0,0,0.0,,0,0,23.3,11.4,192.9,1009.5,51.0,4.6,225.4,19.5,9,,2017-02-11T07:04:35,2017-02-11T18:57:18,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"DNMM,65201099999,65208099999"
"Abeokuta, Ogun, Nigeria",2017-02-12,91.3,80.4,84.4,105.2,87.6,95.3,78.4,83.1,0.118,100,4.17,rain,0,0,15.4,10.2,176.9,1008.9,51.2,4.9,210.9,18.4,8,,2017-02-12T07:04:24,2017-02-12T18:57:28,0.55,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"65210099999,65213099999,DNMM,65201099999,65208099999"
"Abeokuta, Ogun, Nigeria",2017-02-13,96.8,79.8,85.0,107.7,79.8,94.2,77.0,79.0,0.157,100,4.17,rain,0,0,18.3,9.2,247.5,1009.5,49.1,5.0,240.4,20.8,9,,2017-02-13T07:04:12,2017-02-13T18:57:37,0.58,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"65210099999,DNIB,DNMM,65201099999,65100099999"
"Abeokuta, Ogun, Nigeria",2017-02-14,95.8,78.7,84.9,102.6,78.7,92.5,75.8,77.4,0.0,0,0.0,,0,0,18.8,7.3,266.0,1010.0,43.6,4.2,247.8,21.4,9,,2017-02-14T07:04:00,2017-02-14T18:57:45,0.61,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"65210099999,65213099999,DNIB,DNMM,65201099999,65100099999"
"Abeokuta, Ogun, Nigeria",2017-02-15,95.0,78.7,84.8,107.4,78.7,94.2,77.4,80.0,0.0,0,0.0,,0,0,20.6,6.9,170.8,1011.4,47.0,3.6,244.8,21.2,9,,2017-02-15T07:03:46,2017-02-15T18:57:53,0.64,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"65210099999,DNIB,DNMM,remote,65201099999,65100099999,65208099999"
"Abeokuta, Ogun, Nigeria",2017-02-16,96.2,77.6,85.2,105.2,77.6,93.2,75.8,76.3,0.0,0,0.0,,0,0,17.0,11.4,186.7,1012.0,48.0,3.4,238.6,20.6,9,,2017-02-16T07:03:32,2017-02-16T18:58:00,0.67,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"65210099999,DNIB,65213099999,DNMM,remote,65201099999,65100099999"
"Abeokuta, Ogun, Nigeria",2017-02-17,97.1,77.0,85.4,94.2,77.0,86.0,62.0,54.1,0.0,0,0.0,,0,0,16.3,11.4,33.6,1011.6,51.3,2.1,281.8,24.3,10,,2017-02-17T07:03:17,2017-02-17T18:58:06,0.71,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"65210099999,DNMM,remote,65201099999"
"Abeokuta, Ogun, Nigeria",2017-02-18,94.2,69.2,82.5,95.2,69.2,81.4,47.6,35.1,0.0,0,0.0,,0,0,16.6,15.0,98.1,1011.5,34.5,1.2,290.9,25.2,10,,2017-02-18T07:03:01,2017-02-18T18:58:12,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"DNMM,remote,65201099999"
"Abeokuta, Ogun, Nigeria",2017-02-19,97.1,71.6,83.6,92.1,71.6,82.0,52.4,44.3,0.0,0,0.0,,0,0,15.7,8.5,216.9,1012.0,21.2,1.2,290.3,25.1,10,,2017-02-19T07:02:44,2017-02-19T18:58:17,0.77,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"DNMM,remote,65201099999"
"Abeokuta, Ogun, Nigeria",2017-02-20,96.2,74.7,84.5,96.2,74.7,86.3,67.1,59.2,0.0,0,0.0,,0,0,20.1,9.6,175.4,1010.9,54.6,0.6,265.2,22.9,9,,2017-02-20T07:02:27,2017-02-20T18:58:22,0.8,Partially cloudy,Partly cloudy throughout the day.,fog,"remote,65201099999"
"Abeokuta, Ogun, Nigeria",2017-02-21,98.0,77.4,86.3,103.7,77.4,90.8,72.5,67.6,0.0,0,0.0,,0,0,18.8,9.2,194.5,1009.8,66.2,1.9,263.8,22.8,9,,2017-02-21T07:02:09,2017-02-21T18:58:26,0.83,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"DNMM,remote,65201099999"
"Abeokuta, Ogun, Nigeria",2017-02-22,94.7,78.3,85.9,99.1,78.3,90.4,72.5,68.0,0.0,0,0.0,,0,0,21.7,10.3,191.1,1009.6,78.2,5.0,241.5,21.0,9,,2017-02-22T07:01:50,2017-02-22T18:58:29,0.87,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"remote,65201099999"
"Abeokuta, Ogun, Nigeria",2017-02-23,95.6,78.0,85.3,101.7,78.0,91.0,74.1,72.0,0.012,100,8.33,rain,0,0,23.5,9.6,202.7,1009.3,81.7,,228.4,19.9,9,,2017-02-23T07:01:31,2017-02-23T18:58:32,0.9,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,remote
"Abeokuta, Ogun, Nigeria",2017-02-24,97.8,79.4,86.1,105.8,79.4,93.9,75.7,73.4,0.016,100,8.33,rain,0,0,23.9,9.6,201.4,1008.9,58.2,,231.7,20.2,9,,2017-02-24T07:01:11,2017-02-24T18:58:35,0.93,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,remote
"Abeokuta, Ogun, Nigeria",2017-02-25,93.5,79.8,85.5,107.0,79.8,94.9,77.0,77.1,0.119,100,50.0,rain,0,0,19.2,8.7,200.6,1009.3,86.8,,220.8,19.1,8,,2017-02-25T07:00:50,2017-02-25T18:58:36,0.96,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,remote
"Abeokuta, Ogun, Nigeria",2017-02-26,88.8,79.6,84.0,102.5,79.6,92.5,76.5,78.9,0.056,100,37.5,rain,0,0,18.8,8.5,199.3,1009.2,94.2,,174.2,14.9,6,,2017-02-26T07:00:28,2017-02-26T18:58:38,0.0,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,remote
"Abeokuta, Ogun, Nigeria",2017-02-27,94.2,76.9,84.0,100.6,76.9,88.4,73.5,72.9,0.043,100,4.17,rain,0,0,20.8,8.9,206.3,1008.2,95.8,,218.8,19.0,9,,2017-02-27T07:00:06,2017-02-27T18:58:38,0.03,"Rain, Overcast",Cloudy skies throughout the day with afternoon rain.,rain,remote
"Abeokuta, Ogun, Nigeria",2017-02-28,95.4,77.4,85.1,106.3,77.4,91.3,74.6,72.9,0.024,100,8.33,rain,0,0,21.7,9.4,200.8,1008.0,77.5,,238.3,20.6,9,,2017-02-28T06:59:44,2017-02-28T18:58:39,0.07,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,remote
"Abeokuta, Ogun, Nigeria",2017-03-01,93.8,78.2,83.9,106.3,78.2,90.8,76.0,78.4,0.155,100,37.5,rain,0,0,19.2,8.9,190.9,1009.1,95.9,,219.6,19.1,8,,2017-03-01T06:59:21,2017-03-01T18:58:39,0.1,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,remote
"Abeokuta, Ogun, Nigeria",2017-03-02,92.6,78.0,83.8,102.1,78.0,89.1,75.1,76.4,0.083,100,29.17,rain,0,0,17.9,8.7,195.9,1009.8,55.5,4.0,218.9,18.8,9,,2017-03-02T06:58:57,2017-03-02T18:58:38,0.14,"Rain, Partially cloudy",Clearing in the afternoon with rain.,rain,"remote,65201099999"
"Abeokuta, Ogun, Nigeria",2017-03-03,97.4,78.3,85.0,108.0,78.3,91.6,75.6,75.5,0.016,100,12.5,rain,0,0,22.6,9.8,194.6,1008.6,60.4,,233.4,20.3,9,,2017-03-03T06:58:33,2017-03-03T18:58:37,0.17,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,remote
"Abeokuta, Ogun, Nigeria",2017-03-04,95.3,78.7,84.7,105.6,78.7,90.6,75.1,75.2,0.02,100,20.83,rain,0,0,21.7,10.5,192.1,1007.2,66.8,,221.1,19.0,9,,2017-03-04T06:58:08,2017-03-04T18:58:35,0.21,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,remote
"Abeokuta, Ogun, Nigeria",2017-03-05,97.1,76.7,84.5,107.1,76.7,89.6,74.5,74.4,0.02,100,8.33,rain,0,0,21.9,9.8,199.6,1007.5,38.1,,227.4,19.6,9,,2017-03-05T06:57:43,2017-03-05T18:58:33,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,remote
"Abeokuta, Ogun, Nigeria",2017-03-06,91.8,79.4,82.8,105.8,79.4,89.5,76.2,81.1,0.287,100,33.33,rain,0,0,23.0,8.7,208.7,1008.8,78.6,,203.0,17.4,8,,2017-03-06T06:57:17,2017-03-06T18:58:31,0.28,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,remote
"Abeokuta, Ogun, Nigeria",2017-03-07,96.9,77.1,85.2,100.4,77.1,88.5,72.4,69.4,0.016,100,12.5,rain,0,0,22.6,10.3,219.7,1008.3,77.2,,246.0,21.3,9,,2017-03-07T06:56:51,2017-03-07T18:58:28,0.32,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,remote
"Abeokuta, Ogun, Nigeria",2017-03-08,96.0,77.1,85.2,102.5,77.1,90.6,74.8,74.0,0.0,0,0.0,,0,0,23.5,8.9,193.5,1007.9,59.8,,246.4,21.2,9,,2017-03-08T06:56:25,2017-03-08T18:58:25,0.35,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,remote
"Abeokuta, Ogun, Nigeria",2017-03-09,94.2,79.1,83.9,105.1,79.1,90.5,75.6,77.4,0.091,100,12.5,rain,0,0,22.4,8.1,198.7,1008.2,76.0,,219.7,18.9,9,,2017-03-09T06:55:58,2017-03-09T18:58:22,0.39,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,remote
"Abeokuta, Ogun, Nigeria",2017-03-10,92.7,78.3,84.2,105.5,78.3,89.9,75.5,76.3,0.036,100,33.33,rain,0,0,19.7,8.3,186.1,1008.1,66.9,,202.3,17.6,8,,2017-03-10T06:55:31,2017-03-10T18:58:18,0.42,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,remote
"Abeokuta, Ogun, Nigeria",2017-03-11,94.9,77.8,84.1,100.7,77.8,88.8,74.0,73.7,0.087,100,8.33,rain,0,0,21.7,10.1,203.9,1007.3,67.6,,225.5,19.6,8,,2017-03-11T06:55:03,2017-03-11T18:58:14,0.46,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,remote
"Abeokuta, Ogun, Nigeria",2017-03-12,91.1,78.5,83.8,100.5,78.5,89.1,74.5,74.9,0.09,100,29.17,rain,0,0,18.1,7.6,194.5,1008.3,82.9,,218.3,18.9,8,,2017-03-12T06:54:35,2017-03-12T18:58:10,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,remote
