name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
"Abeokuta, Ogun, Nigeria",2022-01-01,93.2,77.0,83.8,107.6,77.0,91.1,76.7,80.7,0.0,0,0.0,,0,0.0,18.1,9.2,193.6,1011.6,26.4,5.0,213.3,18.4,8,,2022-01-01T06:58:50,2022-01-01T18:41:43,0.95,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"DNIB,NII0000DNIB,DNMM,NII0000DNMM,65201099999,65100099999"
"Abeokuta, Ogun, Nigeria",2022-01-02,95.0,77.0,84.3,110.1,77.0,91.0,76.0,78.3,0.0,0,0.0,,0,0.0,17.7,8.3,229.3,1010.4,25.0,4.4,234.4,20.4,8,,2022-01-02T06:59:15,2022-01-02T18:42:14,0.0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"DNIB,NII0000DNIB,DNMM,NII0000DNMM,remote,65201099999,65100099999"
"Abeokuta, Ogun, Nigeria",2022-01-03,95.8,73.4,84.3,93.3,73.4,84.5,66.7,63.9,0.0,0,0.0,,0,0.0,15.0,7.8,159.8,1010.1,48.0,5.3,247.2,21.3,9,,2022-01-03T06:59:39,2022-01-03T18:42:45,0.02,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"DNIB,NII0000DNIB,remote,65100099999"
"Abeokuta, Ogun, Nigeria",2022-01-04,93.2,76.2,82.8,93.4,76.2,82.5,62.4,56.1,0.008,100,8.33,rain,0,0.0,15.7,9.2,104.3,1011.2,76.2,4.0,232.8,20.2,8,,2022-01-04T07:00:03,2022-01-04T18:43:16,0.06,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"65210099999,DNIB,NII0000DNIB,NIM00065210,remote,NII0000DNMM,65201099999,NIM00065208,65100099999,65208099999"
"Abeokuta, Ogun, Nigeria",2022-01-05,94.2,74.9,83.2,92.3,74.9,83.0,64.0,57.4,0.0,0,0.0,,0,0.0,11.6,65.5,180.6,1010.8,67.1,3.1,233.1,20.1,8,,2022-01-05T07:00:26,2022-01-05T18:43:47,0.09,Partially cloudy,Partly cloudy throughout the day.,wind,"DNIB,65213099999,NIM00065213,NII0000DNIB,DNMM,remote,NII0000DNMM,65201099999,65100099999"
"Abeokuta, Ogun, Nigeria",2022-01-06,96.8,73.3,82.7,105.2,73.3,85.2,68.2,63.5,0.0,0,0.0,,0,0.0,16.6,8.5,160.2,1009.9,3.6,1.8,252.9,21.8,9,,2022-01-06T07:00:49,2022-01-06T18:44:17,0.12,Clear,Clear conditions throughout the day.,clear-day,"65210099999,DNIB,NII0000DNIB,NIM00065210,DNMM,remote,NII0000DNMM,65201099999,65100099999"
"Abeokuta, Ogun, Nigeria",2022-01-07,95.0,76.7,84.5,103.7,76.7,88.3,72.1,69.3,0.0,0,0.0,,0,0.0,20.4,7.8,206.2,1010.0,8.8,3.7,236.1,20.4,9,,2022-01-07T07:01:11,2022-01-07T18:44:47,0.15,Clear,Clear conditions throughout the day.,clear-day,"DNIB,NII0000DNIB,DNMM,remote,NII0000DNMM,65201099999,NIM00065208,65100099999,65208099999"
"Abeokuta, Ogun, Nigeria",2022-01-08,94.0,77.4,84.8,98.7,77.4,88.7,72.6,70.3,0.0,0,0.0,,0,0.0,14.8,7.6,214.0,1009.9,16.9,3.8,218.0,18.7,7,,2022-01-08T07:01:32,2022-01-08T18:45:18,0.19,Clear,Clear conditions throughout the day.,clear-day,"NIM00065202,65202099999,remote,NII0000DNMM,65201099999"
"Abeokuta, Ogun, Nigeria",2022-01-09,97.2,75.3,85.5,101.5,75.3,88.2,69.4,65.4,0.0,0,0.0,,0,0.0,13.4,5.8,342.5,1009.9,35.0,4.2,245.5,21.1,9,,2022-01-09T07:01:52,2022-01-09T18:45:47,0.25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"DNIB,NIM00065213,NII0000DNIB,DNMM,remote,NII0000DNMM,65201099999,NIM00065208,65100099999,65208099999"
"Abeokuta, Ogun, Nigeria",2022-01-10,95.8,74.6,83.9,100.6,74.6,87.6,71.7,70.3,0.0,0,0.0,,0,0.0,20.4,8.1,185.7,1009.1,24.9,4.2,243.3,20.9,9,,2022-01-10T07:02:12,2022-01-10T18:46:17,0.25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"DNIB,NII0000DNIB,DNMM,NII0000DNMM,remote,65201099999,65100099999,NIM00065208,65208099999"
"Abeokuta, Ogun, Nigeria",2022-01-11,93.2,71.5,83.9,107.9,71.5,90.6,74.8,74.6,0.0,0,0.0,,0,0.0,17.4,11.4,195.3,1009.7,30.8,4.2,214.3,18.3,8,,2022-01-11T07:02:30,2022-01-11T18:46:46,0.29,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"DNIB,NII0000DNIB,DNMM,NII0000DNMM,remote,65201099999,65100099999"
"Abeokuta, Ogun, Nigeria",2022-01-12,92.8,78.8,83.9,106.6,78.8,90.8,76.4,79.4,0.0,0,0.0,,0,0.0,20.8,11.4,195.5,1011.4,30.9,4.6,234.6,20.4,9,,2022-01-12T07:02:48,2022-01-12T18:47:15,0.32,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"65210099999,DNIB,NII0000DNIB,NIM00065210,DNMM,NII0000DNMM,remote,65201099999,65100099999,NIM00065208,65208099999"
"Abeokuta, Ogun, Nigeria",2022-01-13,92.9,78.8,84.2,103.0,78.8,92.6,76.6,79.3,0.024,100,4.17,rain,0,0.0,22.1,9.5,211.3,1012.4,40.4,4.8,207.2,17.9,8,,2022-01-13T07:03:05,2022-01-13T18:47:43,0.35,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"65210099999,NIM00065210,DNMM,NII0000DNMM,remote,65201099999"
"Abeokuta, Ogun, Nigeria",2022-01-14,96.1,77.0,84.2,110.5,77.0,90.9,75.3,76.5,0.0,0,0.0,,0,0.0,19.9,12.8,192.0,1013.0,28.2,4.4,232.8,20.1,9,,2022-01-14T07:03:22,2022-01-14T18:48:11,0.38,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"65210099999,DNIB,NII0000DNIB,NIM00065210,DNMM,NII0000DNMM,remote,65201099999,65100099999,NIM00065208,65208099999"
"Abeokuta, Ogun, Nigeria",2022-01-15,96.8,78.2,84.4,105.2,78.2,90.1,74.8,76.3,0.0,0,0.0,,0,0.6,15.4,9.2,210.7,1012.0,25.8,4.7,229.7,19.9,8,,2022-01-15T07:03:37,2022-01-15T18:48:38,0.42,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"65210099999,DNIB,NII0000DNIB,NIM00065210,DNMM,remote,NII0000DNMM,65201099999,65100099999,NIM00065208,65208099999"
"Abeokuta, Ogun, Nigeria",2022-01-16,94.1,74.9,84.3,96.2,74.9,87.2,70.0,68.1,0.0,0,0.0,,0,0.0,16.6,12.0,189.6,1012.5,46.9,5.2,213.9,18.4,8,,2022-01-16T07:03:52,2022-01-16T18:49:06,0.45,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"DNIB,NIM00065202,NIM00065213,NII0000DNIB,DNMM,NII0000DNMM,remote,65201099999,65100099999,NIM00065208,65208099999"
"Abeokuta, Ogun, Nigeria",2022-01-17,93.2,71.6,82.7,105.1,71.6,87.9,73.6,75.3,0.0,0,0.0,,0,0.0,22.6,11.4,201.1,1013.3,37.5,5.4,247.7,21.5,9,,2022-01-17T07:04:05,2022-01-17T18:49:32,0.48,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"65210099999,DNIB,NII0000DNIB,NIM00065210,DNMM,NII0000DNMM,remote,65201099999,65100099999,NIM00065208,65208099999"
"Abeokuta, Ogun, Nigeria",2022-01-18,93.2,75.8,83.4,102.9,75.8,86.4,71.0,71.2,0.0,0,0.0,,0,0.0,16.6,9.2,347.6,1013.4,51.0,6.0,247.9,21.4,9,,2022-01-18T07:04:18,2022-01-18T18:49:58,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"DNMM,NII0000DNMM,remote,65201099999"
"Abeokuta, Ogun, Nigeria",2022-01-19,95.0,75.9,83.7,103.2,75.9,87.4,70.8,67.6,0.0,0,0.0,,0,0.0,17.4,10.3,8.6,1013.1,23.2,3.4,250.8,21.6,9,,2022-01-19T07:04:30,2022-01-19T18:50:24,0.55,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"65210099999,DNIB,NII0000DNIB,NIM00065210,DNMM,NII0000DNMM,65201099999,65100099999,NIM00065208,65208099999"
"Abeokuta, Ogun, Nigeria",2022-01-20,95.2,73.4,84.0,110.1,73.4,88.4,66.5,59.4,0.0,0,0.0,,0,0.0,17.7,10.3,30.1,1012.2,17.9,2.8,259.6,22.3,9,,2022-01-20T07:04:41,2022-01-20T18:50:49,0.59,Clear,Clear conditions throughout the day.,clear-day,"65210099999,DNIB,NIM00065213,NII0000DNIB,NIM00065210,DNMM,NII0000DNMM,remote,65201099999,65100099999"
"Abeokuta, Ogun, Nigeria",2022-01-21,94.4,69.8,81.8,97.7,69.8,83.2,66.0,63.0,0.0,0,0.0,,0,0.0,15.4,9.2,99.3,1011.9,11.8,2.2,264.9,23.0,9,,2022-01-21T07:04:51,2022-01-21T18:51:13,0.62,Clear,Clear conditions throughout the day.,clear-day,"DNIB,NII0000DNIB,DNMM,NII0000DNMM,remote,65201099999,65100099999,NIM00065208,65208099999"
"Abeokuta, Ogun, Nigeria",2022-01-22,97.1,71.6,82.6,93.9,71.6,82.0,61.7,55.8,0.0,0,0.0,,0,0.0,17.7,9.2,353.2,1011.9,9.2,1.8,267.5,23.2,9,,2022-01-22T07:05:00,2022-01-22T18:51:37,0.66,Clear,Clear conditions throughout the day.,clear-day,"65210099999,NIM00065210,DNMM,NII0000DNMM,remote,65201099999,NIM00065208,65208099999"
"Abeokuta, Ogun, Nigeria",2022-01-23,96.8,72.8,83.3,95.2,72.8,82.4,60.3,51.7,0.0,0,0.0,,0,0.0,15.4,9.2,79.0,1011.6,4.1,2.3,268.1,23.2,9,,2022-01-23T07:05:08,2022-01-23T18:52:01,0.69,Clear,Clear conditions throughout the day.,clear-day,"NIM00065213,DNMM,NII0000DNMM,remote,65201099999"
"Abeokuta, Ogun, Nigeria",2022-01-24,95.8,72.1,82.8,98.7,72.1,85.9,70.1,69.2,0.0,0,0.0,,0,0.0,15.7,8.4,229.3,1010.8,11.5,2.2,268.8,23.2,9,,2022-01-24T07:05:15,2022-01-24T18:52:23,0.73,Clear,Clear conditions throughout the day.,clear-day,"65210099999,DNIB,NIM00065202,NII0000DNIB,NIM00065210,DNMM,NII0000DNMM,65201099999,65100099999,NIM00065208,65208099999"
"Abeokuta, Ogun, Nigeria",2022-01-25,96.8,74.1,84.0,105.2,74.1,86.2,68.7,65.7,0.0,0,0.0,,0,0.0,15.7,9.2,38.4,1010.2,13.3,2.4,272.9,23.8,9,,2022-01-25T07:05:21,2022-01-25T18:52:45,0.75,Clear,Clear conditions throughout the day.,clear-day,"65210099999,NII0000DNIB,NIM00065210,DNMM,NII0000DNMM,remote,65201099999,NIM00065208,65208099999"
"Abeokuta, Ogun, Nigeria",2022-01-26,93.2,73.4,81.9,94.3,73.4,82.1,60.4,50.0,0.0,0,0.0,,0,0.0,18.3,16.1,98.2,1010.2,11.6,1.9,275.5,23.9,9,,2022-01-26T07:05:26,2022-01-26T18:53:07,0.8,Clear,Clear conditions throughout the day.,clear-day,"65210099999,DNIB,NIM00065202,NII0000DNIB,DNMM,NII0000DNMM,65201099999,65100099999,NIM00065208,65208099999"
"Abeokuta, Ogun, Nigeria",2022-01-27,100.4,72.8,83.0,108.3,72.8,86.6,68.7,64.0,0.0,0,0.0,,0,0.0,16.6,69.1,184.5,1010.9,14.6,1.6,255.1,22.1,9,,2022-01-27T07:05:31,2022-01-27T18:53:28,0.83,Clear,Clear conditions throughout the day.,wind,"65210099999,DNIB,NII0000DNIB,NIM00065210,DNMM,NII0000DNMM,65201099999,65100099999"
"Abeokuta, Ogun, Nigeria",2022-01-28,96.7,76.5,83.7,103.2,76.5,86.6,71.7,71.5,0.0,0,0.0,,0,0.0,13.9,9.9,9.9,1010.8,13.0,1.7,268.0,23.0,9,,2022-01-28T07:05:34,2022-01-28T18:53:48,0.87,Clear,Clear conditions throughout the day.,clear-day,"65210099999,DNIB,NII0000DNIB,NIM00065210,DNMM,NII0000DNMM,remote,65201099999,NIM00065208,65100099999,65208099999"
"Abeokuta, Ogun, Nigeria",2022-01-29,98.4,74.5,83.6,100.2,74.5,84.0,64.6,57.6,0.0,0,0.0,,0,0.0,13.9,12.8,28.3,1011.1,13.1,1.4,274.0,23.7,9,,2022-01-29T07:05:36,2022-01-29T18:54:07,0.9,Clear,Clear conditions throughout the day.,clear-day,"65210099999,DNIB,NII0000DNIB,NIM00065210,DNMM,NII0000DNMM,65201099999,65100099999,NIM00065208,65208099999"
"Abeokuta, Ogun, Nigeria",2022-01-30,95.2,71.6,82.4,95.7,71.6,82.1,57.8,47.8,0.0,0,0.0,,0,0.0,16.1,10.3,67.5,1011.4,13.0,1.3,281.1,24.3,10,,2022-01-30T07:05:38,2022-01-30T18:54:26,0.94,Clear,Clear conditions throughout the day.,clear-day,"65210099999,DNIB,NII0000DNIB,NIM00065210,DNMM,NII0000DNMM,remote,65201099999,65100099999,NIM00065208,65208099999"
"Abeokuta, Ogun, Nigeria",2022-01-31,95.8,68.0,81.0,95.4,68.0,81.2,59.0,51.1,0.0,0,0.0,,0,0.0,17.4,16.1,119.8,1010.6,14.3,1.3,283.4,24.6,10,,2022-01-31T07:05:38,2022-01-31T18:54:44,0.97,Clear,Clear conditions throughout the day.,clear-day,"DNIB,NII0000DNIB,DNMM,NII0000DNMM,65201099999,NIM00065208,65100099999,65208099999"
"Abeokuta, Ogun, Nigeria",2022-02-01,95.0,69.8,81.2,94.1,69.8,80.9,63.1,58.6,0.0,0,0.0,,0,0.0,15.0,10.3,164.7,1011.1,14.1,1.5,281.1,24.3,10,,2022-02-01T07:05:37,2022-02-01T18:55:02,0.0,Clear,Clear conditions throughout the day.,clear-day,"65210099999,DNIB,NII0000DNIB,NIM00065210,DNMM,NII0000DNMM,65201099999,NIM00065208,65100099999,65208099999"
"Abeokuta, Ogun, Nigeria",2022-02-02,96.8,70.4,81.1,95.4,70.4,81.6,65.2,62.6,0.0,0,0.0,,0,0.0,19.2,11.4,259.2,1011.4,11.6,1.5,279.6,24.0,10,,2022-02-02T07:05:36,2022-02-02T18:55:18,0.04,Clear,Clear conditions throughout the day.,clear-day,"65210099999,DNIB,NII0000DNIB,NIM00065210,DNMM,NII0000DNMM,65201099999,65100099999"
"Abeokuta, Ogun, Nigeria",2022-02-03,94.0,69.8,80.9,105.3,69.8,85.2,70.2,71.4,0.0,0,0.0,,0,0.0,18.6,13.9,261.8,1012.4,19.1,1.8,266.1,22.8,9,,2022-02-03T07:05:33,2022-02-03T18:55:34,0.07,Clear,Clear conditions throughout the day.,clear-day,"DNIB,NII0000DNIB,DNMM,NII0000DNMM,65201099999,65100099999,NIM00065208,65208099999"
"Abeokuta, Ogun, Nigeria",2022-02-04,93.3,77.0,84.1,107.6,77.0,91.1,75.9,78.0,0.0,0,0.0,,0,0.0,18.1,10.0,172.8,1012.3,12.7,2.5,238.2,20.5,9,,2022-02-04T07:05:30,2022-02-04T18:55:50,0.1,Clear,Clear conditions throughout the day.,clear-day,"DNIB,NIM00065213,NII0000DNIB,DNMM,NII0000DNMM,65201099999,65100099999,NIM00065208,65208099999"
"Abeokuta, Ogun, Nigeria",2022-02-05,93.6,77.0,83.5,103.1,77.0,88.8,73.6,73.9,0.0,0,0.0,,0,0.0,16.8,9.2,113.1,1011.6,18.5,2.6,272.6,23.7,9,,2022-02-05T07:05:25,2022-02-05T18:56:04,0.14,Clear,Clear conditions throughout the day.,clear-day,"DNIB,NII0000DNIB,DNMM,NII0000DNMM,65201099999,NIM00065208,65100099999,65208099999"
"Abeokuta, Ogun, Nigeria",2022-02-06,95.0,71.3,83.1,103.2,71.3,86.7,72.3,72.8,0.0,0,0.0,,0,0.0,18.6,8.1,178.1,1011.3,18.6,2.8,272.0,23.5,9,,2022-02-06T07:05:20,2022-02-06T18:56:18,0.17,Clear,Clear conditions throughout the day.,clear-day,"65210099999,DNIB,NIM00065213,NIM00065202,NII0000DNIB,NIM00065210,DNMM,NII0000DNMM,65201099999,NIM00065208,65100099999,65208099999"
"Abeokuta, Ogun, Nigeria",2022-02-07,94.7,76.3,83.5,105.2,76.3,90.7,76.2,80.2,0.0,0,0.0,,0,0.0,17.2,10.3,181.1,1011.0,26.6,3.1,257.3,22.2,9,,2022-02-07T07:05:14,2022-02-07T18:56:32,0.2,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"65210099999,DNIB,NII0000DNIB,DNMM,NII0000DNMM,65201099999,65100099999,NIM00065208,65208099999"
"Abeokuta, Ogun, Nigeria",2022-02-08,97.1,77.0,84.5,107.6,77.0,90.7,74.4,74.1,0.0,0,0.0,,0,0.0,18.3,8.1,209.3,1011.0,24.8,3.4,235.0,20.3,9,,2022-02-08T07:05:06,2022-02-08T18:56:44,0.25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"65210099999,DNIB,NIM00065213,NII0000DNIB,DNMM,NII0000DNMM,remote,65201099999,NIM00065208,65100099999,65208099999"
"Abeokuta, Ogun, Nigeria",2022-02-09,94.8,78.8,84.6,109.0,78.8,93.5,77.3,80.6,0.0,0,0.0,,0,0.0,19.9,9.2,198.1,1010.9,25.0,3.3,232.6,20.0,9,,2022-02-09T07:04:58,2022-02-09T18:56:56,0.27,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"DNIB,NII0000DNIB,DNMM,NII0000DNMM,remote,65201099999,65100099999"
"Abeokuta, Ogun, Nigeria",2022-02-10,95.0,77.3,85.1,116.2,77.3,95.6,77.6,79.2,0.0,0,0.0,,0,0.0,21.3,11.4,184.1,1010.0,22.6,2.9,241.2,20.8,9,,2022-02-10T07:04:49,2022-02-10T18:57:07,0.3,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"65210099999,DNIB,NII0000DNIB,NIM00065210,DNMM,NII0000DNMM,65201099999,65100099999"
"Abeokuta, Ogun, Nigeria",2022-02-11,95.1,76.4,84.0,112.9,76.4,91.8,76.3,79.1,0.0,0,0.0,,0,0.0,19.2,14.3,192.7,1009.0,23.5,2.7,226.9,19.7,9,,2022-02-11T07:04:39,2022-02-11T18:57:18,0.33,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"65210099999,DNIB,NII0000DNIB,NIM00065210,DNMM,NII0000DNMM,65201099999,65100099999"
"Abeokuta, Ogun, Nigeria",2022-02-12,95.0,78.7,84.8,107.5,78.7,93.3,76.1,76.5,0.0,0,0.0,,0,0.0,20.4,12.8,192.2,1009.8,29.8,4.2,220.5,19.2,9,,2022-02-12T07:04:29,2022-02-12T18:57:28,0.36,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"65210099999,65203099999,NIM00065210,DNMM,NII0000DNMM,65201099999,NIM00065208,65208099999"
"Abeokuta, Ogun, Nigeria",2022-02-13,93.3,77.6,84.9,107.2,77.6,93.0,76.2,76.6,0.0,0,0.0,,0,0.0,20.4,10.3,200.8,1010.6,26.8,4.9,231.8,20.0,9,,2022-02-13T07:04:17,2022-02-13T18:57:37,0.39,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"65210099999,NIM00065202,DNMM,NII0000DNMM,remote,65201099999,NIM00065208,65208099999"
"Abeokuta, Ogun, Nigeria",2022-02-14,95.6,78.8,85.3,108.8,78.8,95.4,77.7,79.7,0.0,0,0.0,,0,0.0,20.1,10.3,182.5,1010.4,28.1,5.3,256.7,22.2,9,,2022-02-14T07:04:05,2022-02-14T18:57:45,0.43,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"DNIB,NII0000DNIB,DNMM,NII0000DNMM,65201099999,65100099999,NIM00065208,65208099999"
"Abeokuta, Ogun, Nigeria",2022-02-15,96.8,78.0,85.3,112.9,78.0,94.9,77.4,78.9,0.0,0,0.0,,0,0.0,21.7,15.0,197.3,1010.6,33.6,5.2,258.3,22.5,9,,2022-02-15T07:03:51,2022-02-15T18:57:53,0.46,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"65210099999,DNIB,NII0000DNIB,NIM00065210,DNMM,NII0000DNMM,remote,65201099999,65100099999,NIM00065208,65208099999"
"Abeokuta, Ogun, Nigeria",2022-02-16,93.5,77.0,84.6,110.5,77.0,94.0,77.7,81.2,0.0,0,0.0,,0,0.0,23.7,13.9,214.8,1010.7,32.9,5.9,225.5,19.6,9,,2022-02-16T07:03:37,2022-02-16T18:58:01,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"65210099999,NIM00065210,DNMM,NII0000DNMM,remote,65201099999"
"Abeokuta, Ogun, Nigeria",2022-02-17,95.0,80.6,85.7,110.1,87.1,96.6,77.6,78.2,0.0,0,0.0,,0,0.0,20.8,13.9,212.2,1009.1,37.6,6.2,212.4,18.4,8,,2022-02-17T07:03:22,2022-02-17T18:58:07,0.53,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"DNIB,NII0000DNIB,DNMM,NII0000DNMM,remote,65201099999,65100099999,NIM00065208,65208099999"
"Abeokuta, Ogun, Nigeria",2022-02-18,96.7,78.6,85.3,110.1,78.6,94.7,77.5,79.1,0.0,0,0.0,,0,0.0,21.5,12.8,206.4,1008.8,24.5,5.3,228.7,19.7,9,,2022-02-18T07:03:07,2022-02-18T18:58:13,0.56,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"65210099999,DNIB,NIM00065202,NIM00065213,NII0000DNIB,NIM00065210,DNMM,NII0000DNMM,remote,NIM00065208,65100099999,65208099999,65201099999"
"Abeokuta, Ogun, Nigeria",2022-02-19,94.8,80.0,85.2,110.3,86.2,96.8,78.6,81.7,0.0,0,0.0,,0,0.0,26.6,13.9,200.5,1010.1,35.6,5.4,244.0,20.9,9,,2022-02-19T07:02:50,2022-02-19T18:58:18,0.6,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"DNIB,NII0000DNIB,DNMM,NII0000DNMM,65201099999,NIM00065208,65100099999,65208099999"
"Abeokuta, Ogun, Nigeria",2022-02-20,95.0,77.0,84.0,112.9,77.0,92.8,77.1,80.7,0.0,0,0.0,,0,0.0,22.1,13.9,195.5,1011.2,31.7,5.8,225.7,19.4,9,,2022-02-20T07:02:33,2022-02-20T18:58:23,0.63,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"DNMM,NII0000DNMM,remote,65201099999,NIM00065208,65208099999"
"Abeokuta, Ogun, Nigeria",2022-02-21,95.3,77.1,84.4,105.2,77.1,91.7,75.3,77.8,0.0,0,0.0,,0,0.0,20.1,13.9,196.8,1010.8,34.7,5.7,249.8,21.7,9,,2022-02-21T07:02:15,2022-02-21T18:58:27,0.67,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"NIM00065213,DNMM,NII0000DNMM,remote,65201099999"
