name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
"Abeokuta, Ogun, Nigeria",2020-01-11,91.7,79.9,84.3,105.7,79.9,93.9,77.8,82.4,0.0,0,0.0,,0,0,19.2,11.4,215.9,1013.2,30.8,3.7,176.6,15.4,7,,2020-01-11T07:02:20,2020-01-11T18:46:30,0.52,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"65210099999,DNIB,NII0000DNIB,NIM00065210,DNMM,NII0000DNMM,remote,65201099999,65100099999"
"Abeokuta, Ogun, Nigeria",2020-01-12,95.0,76.6,83.9,112.9,76.6,91.6,76.8,80.8,0.0,0,0.0,,0,0,16.3,11.4,207.6,1012.4,27.2,4.5,214.6,18.5,7,,2020-01-12T07:02:38,2020-01-12T18:46:59,0.56,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"DNIB,NII0000DNIB,DNMM,NII0000DNMM,65201099999,65100099999,NIM00065208,65208099999"
"Abeokuta, Ogun, Nigeria",2020-01-13,91.4,77.0,83.0,107.9,77.0,91.5,77.3,83.3,0.0,0,0.0,,0,0,15.7,9.2,202.5,1010.5,29.7,4.6,213.7,18.4,8,,2020-01-13T07:02:56,2020-01-13T18:47:28,0.59,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"DNIB,NII0000DNIB,DNMM,NII0000DNMM,remote,65201099999,NIM00065208,65100099999,65208099999"
"Abeokuta, Ogun, Nigeria",2020-01-14,98.3,78.8,85.5,110.1,78.8,93.3,76.1,76.6,0.039,100,4.17,rain,0,0,16.3,11.4,319.8,1010.0,34.9,4.6,214.5,18.6,8,,2020-01-14T07:03:13,2020-01-14T18:47:56,0.63,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"65210099999,DNIB,65213099999,NIM00065213,NII0000DNIB,DNMM,NII0000DNMM,65201099999,NIM00065208,65100099999,65208099999"
"Abeokuta, Ogun, Nigeria",2020-01-15,96.8,78.1,85.1,107.5,78.1,90.8,74.1,73.6,0.0,0,0.0,,0,0,16.1,13.9,244.7,1010.1,24.6,4.9,243.3,21.1,9,,2020-01-15T07:03:28,2020-01-15T18:48:24,0.66,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"DNIB,NII0000DNIB,DNMM,NII0000DNMM,65201099999,NIM00065208,65100099999,65208099999"
"Abeokuta, Ogun, Nigeria",2020-01-16,95.3,77.3,84.9,112.9,77.3,93.1,76.4,78.0,0.0,0,0.0,,0,0,17.4,8.8,227.8,1011.3,26.6,4.2,244.2,21.1,9,,2020-01-16T07:03:43,2020-01-16T18:48:51,0.7,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"65210099999,DNIB,65213099999,NIM00065213,NII0000DNIB,NIM00065210,DNMM,NII0000DNMM,65201099999,65100099999,NIM00065208,65208099999"
"Abeokuta, Ogun, Nigeria",2020-01-17,95.1,75.6,85.0,105.2,75.6,92.2,74.2,73.8,0.0,0,0.0,,0,0,17.2,17.2,148.0,1012.4,21.4,3.8,253.1,21.8,9,,2020-01-17T07:03:58,2020-01-17T18:49:18,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"DNIB,65213099999,NIM00065213,NII0000DNIB,DNMM,NII0000DNMM,65201099999,NIM00065208,65100099999,65208099999"
"Abeokuta, Ogun, Nigeria",2020-01-18,95.4,77.6,84.6,105.2,77.6,88.1,71.3,69.3,0.0,0,0.0,,0,0,13.2,7.8,273.8,1012.6,20.3,4.1,252.4,21.6,9,,2020-01-18T07:04:11,2020-01-18T18:49:44,0.77,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"65210099999,DNIB,NII0000DNIB,NIM00065210,DNMM,NII0000DNMM,remote,65201099999,65100099999,NIM00065208,65208099999"
"Abeokuta, Ogun, Nigeria",2020-01-19,93.2,75.5,82.9,101.0,75.5,85.7,68.1,64.0,0.0,0,0.0,,0,0,14.3,10.3,104.8,1011.8,14.4,2.8,261.0,22.4,9,,2020-01-19T07:04:23,2020-01-19T18:50:10,0.81,Clear,Clear conditions throughout the day.,clear-day,"65210099999,DNIB,NII0000DNIB,NIM00065210,DNMM,NII0000DNMM,65201099999,65100099999,NIM00065208,65208099999"
"Abeokuta, Ogun, Nigeria",2020-01-20,93.2,73.0,82.0,96.4,73.0,82.6,63.9,56.6,0.0,0,0.0,,0,0,14.1,10.3,88.8,1010.8,16.4,1.7,260.3,22.4,9,,2020-01-20T07:04:34,2020-01-20T18:50:35,0.84,Clear,Clear conditions throughout the day.,clear-day,"65210099999,DNIB,NII0000DNIB,NIM00065210,DNMM,NII0000DNMM,remote,65201099999,65100099999,NIM00065208,65208099999"
"Abeokuta, Ogun, Nigeria",2020-01-21,96.4,73.4,83.4,96.5,73.4,84.2,64.4,56.4,0.0,0,0.0,,0,0,13.6,10.7,68.5,1011.5,12.5,1.3,259.7,22.3,9,,2020-01-21T07:04:45,2020-01-21T18:51:00,0.88,Clear,Clear conditions throughout the day.,clear-day,"DNIB,NII0000DNIB,DNMM,NII0000DNMM,remote,65201099999,65100099999,NIM00065208,65208099999"
"Abeokuta, Ogun, Nigeria",2020-01-22,96.8,75.2,84.6,100.7,75.2,87.4,68.6,61.0,0.0,0,0.0,,0,0,17.0,9.8,175.8,1011.4,11.8,1.3,262.3,22.6,9,,2020-01-22T07:04:54,2020-01-22T18:51:24,0.91,Clear,Clear conditions throughout the day.,clear-day,"DNIB,NII0000DNIB,DNMM,NII0000DNMM,65201099999,65100099999,NIM00065208,65208099999"
"Abeokuta, Ogun, Nigeria",2020-01-23,98.5,76.8,85.0,103.2,76.8,87.9,69.6,65.5,0.0,0,0.0,,0,0,13.9,11.4,81.5,1010.9,19.2,2.3,262.0,22.8,9,,2020-01-23T07:05:03,2020-01-23T18:51:48,0.95,Clear,Clear conditions throughout the day.,clear-day,"65210099999,DNIB,NII0000DNIB,DNMM,NII0000DNMM,remote,65201099999,65100099999,NIM00065208,65208099999"
"Abeokuta, Ogun, Nigeria",2020-01-24,96.3,74.7,84.6,95.3,74.7,84.4,59.7,50.4,0.0,0,0.0,,0,0,16.8,10.6,83.5,1011.6,15.9,2.2,271.9,23.7,9,,2020-01-24T07:05:11,2020-01-24T18:52:11,0.0,Clear,Clear conditions throughout the day.,clear-day,"65210099999,DNIB,NII0000DNIB,DNMM,NII0000DNMM,remote,65201099999,65100099999,NIM00065208,65208099999"
"Abeokuta, Ogun, Nigeria",2020-01-25,97.4,66.0,81.2,95.1,66.0,80.0,53.0,44.7,0.0,0,0.0,,0,0,19.5,14.2,75.4,1012.1,18.4,2.2,280.7,24.2,10,,2020-01-25T07:05:17,2020-01-25T18:52:33,0.02,Clear,Clear conditions throughout the day.,clear-day,"DNIB,NII0000DNIB,DNMM,NII0000DNMM,remote,65201099999,65100099999,NIM00065208,65208099999"
"Abeokuta, Ogun, Nigeria",2020-01-26,96.1,68.0,80.6,95.5,68.0,79.9,55.9,46.7,0.0,0,0.0,,0,0,14.1,11.4,102.4,1012.5,13.5,1.9,277.9,23.9,9,,2020-01-26T07:05:23,2020-01-26T18:52:55,0.05,Clear,Clear conditions throughout the day.,clear-day,"65210099999,DNIB,65213099999,NIM00065213,NII0000DNIB,NIM00065210,DNMM,NII0000DNMM,65201099999,NIM00065208,65100099999,65208099999"
"Abeokuta, Ogun, Nigeria",2020-01-27,93.3,68.0,80.5,95.3,68.0,80.3,59.1,50.7,0.0,0,0.0,,0,0,16.8,10.3,34.8,1012.0,8.5,1.6,274.1,23.8,9,,2020-01-27T07:05:28,2020-01-27T18:53:16,0.08,Clear,Clear conditions throughout the day.,clear-day,"DNIB,NII0000DNIB,DNMM,NII0000DNMM,remote,65201099999,65100099999,NIM00065208,65208099999"
"Abeokuta, Ogun, Nigeria",2020-01-28,94.8,69.4,80.7,97.7,69.4,82.0,66.9,67.2,0.0,0,0.0,,0,0,16.6,10.8,341.4,1012.4,10.9,1.7,268.3,23.1,9,,2020-01-28T07:05:31,2020-01-28T18:53:36,0.12,Clear,Clear conditions throughout the day.,clear-day,"65210099999,DNIB,NII0000DNIB,NIM00065210,DNMM,NII0000DNMM,65201099999,65100099999,NIM00065208,65208099999"
"Abeokuta, Ogun, Nigeria",2020-01-29,97.4,72.7,82.6,100.7,72.7,84.9,69.5,69.5,0.0,0,0.0,,0,0,15.2,7.2,163.2,1011.8,7.9,2.5,268.7,23.2,9,,2020-01-29T07:05:34,2020-01-29T18:53:56,0.15,Clear,Clear conditions throughout the day.,clear-day,"DNIB,NII0000DNIB,DNMM,NII0000DNMM,65201099999,NIM00065208,65100099999,65208099999"
"Abeokuta, Ogun, Nigeria",2020-01-30,96.0,74.5,83.2,110.1,74.5,86.8,71.8,73.5,0.0,0,0.0,,0,0,19.7,11.4,307.6,1013.1,19.1,2.4,264.8,23.0,9,,2020-01-30T07:05:36,2020-01-30T18:54:15,0.18,Clear,Clear conditions throughout the day.,clear-day,"DNIB,65213099999,NIM00065213,NII0000DNIB,DNMM,NII0000DNMM,remote,65201099999,65100099999,NIM00065208,65208099999"
"Abeokuta, Ogun, Nigeria",2020-01-31,95.0,77.0,83.7,107.6,77.0,89.7,75.6,79.0,0.0,0,0.0,,0,0,16.6,11.4,222.2,1013.3,24.3,2.8,250.2,21.7,9,,2020-01-31T07:05:37,2020-01-31T18:54:34,0.21,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"65210099999,DNIB,NIM00065202,NII0000DNIB,NIM00065210,DNMM,NII0000DNMM,65201099999,65100099999"
"Abeokuta, Ogun, Nigeria",2020-02-01,96.0,74.3,83.6,107.5,74.3,89.2,74.9,77.8,0.0,0,0.0,,0,0,13.9,9.2,13.6,1012.4,16.8,2.9,269.1,23.2,9,,2020-02-01T07:05:37,2020-02-01T18:54:52,0.25,Clear,Clear conditions throughout the day.,clear-day,"65210099999,DNIB,NII0000DNIB,NIM00065210,DNMM,NII0000DNMM,65201099999,NIM00065208,65100099999,65208099999"
"Abeokuta, Ogun, Nigeria",2020-02-02,98.6,76.8,84.0,102.9,76.8,87.3,72.8,74.2,0.0,0,0.0,,0,0,14.1,13.9,345.3,1012.7,16.2,3.4,276.7,23.8,10,,2020-02-02T07:05:36,2020-02-02T18:55:09,0.25,Clear,Clear conditions throughout the day.,clear-day,"DNMM,NII0000DNMM,65201099999"
"Abeokuta, Ogun, Nigeria",2020-02-03,95.0,72.8,83.7,101.8,72.8,84.6,65.1,60.3,0.0,0,0.0,,0,0,17.4,10.3,174.2,1012.7,9.7,2.8,278.5,24.0,10,,2020-02-03T07:05:34,2020-02-03T18:55:25,0.31,Clear,Clear conditions throughout the day.,clear-day,"DNIB,NII0000DNIB,DNMM,NII0000DNMM,remote,65201099999,65100099999,NIM00065208,65208099999"
"Abeokuta, Ogun, Nigeria",2020-02-04,95.3,72.4,82.7,107.5,72.4,86.9,73.1,75.3,0.0,0,0.0,,0,0,16.8,13.9,187.1,1013.3,16.3,3.7,265.3,22.8,9,,2020-02-04T07:05:31,2020-02-04T18:55:41,0.34,Clear,Clear conditions throughout the day.,clear-day,"65210099999,DNIB,NII0000DNIB,NIM00065210,DNMM,remote,NII0000DNMM,65201099999,NIM00065208,65100099999,65208099999"
"Abeokuta, Ogun, Nigeria",2020-02-05,95.0,75.2,83.3,105.2,75.2,88.8,75.1,78.3,0.0,0,0.0,,0,0,17.0,10.3,185.1,1012.3,17.4,3.5,244.2,20.9,9,,2020-02-05T07:05:27,2020-02-05T18:55:56,0.37,Clear,Clear conditions throughout the day.,clear-day,"65210099999,DNIB,NII0000DNIB,NIM00065210,DNMM,NII0000DNMM,65201099999,65100099999"
"Abeokuta, Ogun, Nigeria",2020-02-06,96.8,75.5,84.5,103.7,75.5,89.6,73.8,73.6,0.0,0,0.0,,0,0,14.5,12.8,159.0,1011.6,12.6,3.3,266.4,23.1,9,,2020-02-06T07:05:22,2020-02-06T18:56:10,0.41,Clear,Clear conditions throughout the day.,clear-day,"65210099999,DNIB,NII0000DNIB,NIM00065210,DNMM,NII0000DNMM,65201099999,65100099999"
"Abeokuta, Ogun, Nigeria",2020-02-07,98.6,75.0,84.7,98.8,75.0,85.1,64.9,58.9,0.0,0,0.0,,0,0,16.1,15.0,100.1,1011.7,13.5,3.3,277.3,23.9,9,,2020-02-07T07:05:16,2020-02-07T18:56:24,0.44,Clear,Clear conditions throughout the day.,clear-day,"65210099999,DNIB,NII0000DNIB,NIM00065210,DNMM,NII0000DNMM,65201099999,65100099999"
"Abeokuta, Ogun, Nigeria",2020-02-08,100.1,71.6,84.1,99.9,71.6,84.9,61.5,52.0,0.0,0,0.0,,0,0,18.1,13.9,178.6,1011.4,14.9,2.6,276.4,23.9,9,,2020-02-08T07:05:09,2020-02-08T18:56:37,0.47,Clear,Clear conditions throughout the day.,clear-day,"DNMM,NII0000DNMM,remote,65201099999"
"Abeokuta, Ogun, Nigeria",2020-02-09,95.0,75.2,83.9,107.5,75.2,90.5,74.9,76.2,0.0,0,0.0,,0,0,19.0,13.9,203.3,1012.4,16.7,3.9,259.4,22.6,9,,2020-02-09T07:05:02,2020-02-09T18:56:49,0.5,Clear,Clear conditions throughout the day.,clear-day,"65210099999,NIM00065210,DNMM,NII0000DNMM,65201099999,NIM00065208,65208099999"
"Abeokuta, Ogun, Nigeria",2020-02-10,95.0,78.8,85.1,110.4,78.8,94.4,77.9,80.9,0.0,0,0.0,,0,0,15.0,9.2,71.0,1012.8,26.5,3.7,226.1,19.6,8,,2020-02-10T07:04:53,2020-02-10T18:57:01,0.54,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"65210099999,DNIB,NII0000DNIB,NIM00065210,DNMM,NII0000DNMM,65201099999,65100099999"
"Abeokuta, Ogun, Nigeria",2020-02-11,96.8,78.6,85.8,96.6,78.6,88.4,67.9,61.9,0.0,0,0.0,,0,0,15.0,9.2,32.8,1012.4,12.6,1.9,278.7,24.2,10,,2020-02-11T07:04:44,2020-02-11T18:57:12,0.57,Clear,Clear conditions throughout the day.,clear-day,"DNIB,NII0000DNIB,DNMM,NII0000DNMM,65201099999,65100099999"
"Abeokuta, Ogun, Nigeria",2020-02-12,97.2,75.2,84.4,95.6,75.2,84.3,57.6,43.9,0.0,0,0.0,,0,0,19.9,16.1,75.9,1012.0,11.7,1.0,286.3,24.7,10,,2020-02-12T07:04:33,2020-02-12T18:57:22,0.61,Clear,Clear conditions throughout the day.,clear-day,"65210099999,DNIB,NII0000DNIB,NIM00065210,DNMM,NII0000DNMM,65201099999,65100099999"
"Abeokuta, Ogun, Nigeria",2020-02-13,95.9,76.0,83.9,95.4,76.0,83.8,58.8,45.4,0.0,0,0.0,,0,0,13.9,13.9,92.9,1011.6,10.4,0.6,285.9,24.7,10,,2020-02-13T07:04:22,2020-02-13T18:57:31,0.64,Clear,Clear conditions throughout the day.,fog,"65210099999,DNIB,NII0000DNIB,NIM00065210,DNMM,NII0000DNMM,65201099999,65100099999,NIM00065208,65208099999"
"Abeokuta, Ogun, Nigeria",2020-02-14,98.7,74.2,84.8,97.1,74.2,85.4,61.5,50.5,0.0,0,0.0,,0,0,13.6,9.5,116.1,1009.9,14.2,0.8,287.4,24.8,10,,2020-02-14T07:04:10,2020-02-14T18:57:40,0.68,Clear,Clear conditions throughout the day.,clear-day,"65210099999,DNIB,65213099999,NIM00065213,NII0000DNIB,DNMM,NII0000DNMM,65201099999,NIM00065208,65100099999,65208099999"
"Abeokuta, Ogun, Nigeria",2020-02-15,96.8,77.0,84.7,107.5,77.0,90.8,74.7,74.5,0.0,0,0.0,,0,0,18.3,13.9,215.8,1009.8,12.5,1.1,283.2,24.6,10,,2020-02-15T07:03:57,2020-02-15T18:57:48,0.75,Clear,Clear conditions throughout the day.,clear-day,"DNIB,NII0000DNIB,DNMM,NII0000DNMM,65201099999,65100099999,NIM00065208,65208099999"
"Abeokuta, Ogun, Nigeria",2020-02-16,96.6,77.2,84.6,107.5,77.2,91.2,75.3,76.0,0.0,0,0.0,,0,0,19.0,10.8,212.3,1010.6,14.1,1.4,276.7,23.9,10,,2020-02-16T07:03:44,2020-02-16T18:57:56,0.75,Clear,Clear conditions throughout the day.,clear-day,"DNIB,NII0000DNIB,DNMM,NII0000DNMM,65201099999,NIM00065208,65100099999,65208099999"
"Abeokuta, Ogun, Nigeria",2020-02-17,95.6,78.6,85.1,107.9,78.6,93.6,76.6,77.5,0.0,0,0.0,,0,0,23.3,11.4,221.7,1011.1,20.7,2.5,265.8,22.9,9,,2020-02-17T07:03:29,2020-02-17T18:58:03,0.78,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"65210099999,DNIB,NII0000DNIB,NIM00065210,DNMM,NIM00065203,NII0000DNMM,65201099999,65100099999,NIM00065208,65208099999"
"Abeokuta, Ogun, Nigeria",2020-02-18,95.0,79.8,85.8,110.1,79.8,96.9,78.2,79.4,0.0,0,0.0,,0,0,25.9,13.9,224.8,1011.6,21.9,3.1,236.5,20.4,8,,2020-02-18T07:03:14,2020-02-18T18:58:09,0.82,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"65210099999,DNIB,NII0000DNIB,DNMM,NII0000DNMM,65201099999,65100099999,NIM00065208,65208099999"
"Abeokuta, Ogun, Nigeria",2020-02-19,96.8,77.0,86.2,112.5,77.0,97.4,77.8,78.3,0.0,0,0.0,,0,0,20.8,15.0,217.7,1010.2,24.9,4.1,255.7,22.2,9,,2020-02-19T07:02:58,2020-02-19T18:58:15,0.85,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"65210099999,DNIB,NIM00065202,NII0000DNIB,NIM00065210,DNMM,NII0000DNMM,65201099999,65100099999"
"Abeokuta, Ogun, Nigeria",2020-02-20,96.8,80.6,87.0,115.4,88.2,100.0,78.6,77.6,0.0,0,0.0,,0,0,20.1,15.0,205.4,1009.0,22.4,4.4,260.8,22.7,9,,2020-02-20T07:02:41,2020-02-20T18:58:20,0.89,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"65210099999,NIM00065210,DNMM,NII0000DNMM,65201099999"
"Abeokuta, Ogun, Nigeria",2020-02-21,97.3,80.6,86.9,107.9,88.2,98.1,77.3,75.6,0.0,0,0.0,,0,0,24.8,11.4,214.2,1009.1,18.6,4.4,271.0,23.5,9,,2020-02-21T07:02:23,2020-02-21T18:58:24,0.92,Clear,Clear conditions throughout the day.,clear-day,"65210099999,DNIB,NII0000DNIB,NIM00065210,DNMM,NII0000DNMM,65201099999,NIM00065208,65100099999,65208099999"
"Abeokuta, Ogun, Nigeria",2020-02-22,100.1,82.2,87.5,114.9,93.2,101.5,79.1,78.4,0.0,0,0.0,,0,0,22.8,10.3,253.5,1009.8,32.3,4.9,249.9,21.5,9,,2020-02-22T07:02:05,2020-02-22T18:58:28,0.96,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"65210099999,DNIB,NII0000DNIB,NIM00065210,DNMM,NII0000DNMM,remote,65201099999,65100099999"
"Abeokuta, Ogun, Nigeria",2020-02-23,96.8,80.6,87.2,115.4,87.2,100.3,78.6,77.1,0.0,0,0.0,,0,0,19.0,15.0,251.5,1010.6,32.0,5.2,259.0,22.4,9,,2020-02-23T07:01:46,2020-02-23T18:58:31,0.0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"65210099999,DNIB,NII0000DNIB,NIM00065210,DNMM,NII0000DNMM,65201099999,NIM00065208,65100099999,65208099999"
"Abeokuta, Ogun, Nigeria",2020-02-24,97.6,82.4,87.8,115.4,94.0,100.5,78.0,75.4,0.0,0,0.0,,0,0,20.1,13.9,251.9,1010.5,21.6,4.9,270.2,23.3,10,,2020-02-24T07:01:27,2020-02-24T18:58:34,0.03,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"DNIB,NII0000DNIB,DNMM,NII0000DNMM,65201099999,65100099999,NIM00065208,65208099999"
"Abeokuta, Ogun, Nigeria",2020-02-25,96.8,81.0,87.4,107.9,89.2,97.2,75.1,71.4,0.0,0,0.0,,0,0,20.1,13.9,285.9,1010.2,22.5,4.6,283.0,24.6,10,,2020-02-25T07:01:06,2020-02-25T18:58:36,0.06,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"65210099999,DNIB,NII0000DNIB,DNMM,NII0000DNMM,remote,65201099999,65100099999,NIM00065208,65208099999"
"Abeokuta, Ogun, Nigeria",2020-02-26,94.3,79.8,85.6,108.2,79.8,95.3,77.3,77.9,0.0,0,0.0,,0,0,19.0,10.2,233.0,1009.7,32.1,5.1,231.0,20.0,8,,2020-02-26T07:00:45,2020-02-26T18:58:38,0.09,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"DNIB,NII0000DNIB,DNMM,remote,NII0000DNMM,65201099999,NIM00065208,65100099999,65208099999"
"Abeokuta, Ogun, Nigeria",2020-02-27,96.1,80.6,86.9,110.2,87.2,97.9,77.1,74.3,0.02,100,4.17,rain,0,0,17.7,10.3,226.8,1010.1,29.8,5.3,242.2,20.9,9,,2020-02-27T07:00:24,2020-02-27T18:58:39,0.13,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"65210099999,DNIB,NII0000DNIB,NIM00065210,DNMM,NII0000DNMM,remote,65201099999,65100099999,NIM00065208,65208099999"
"Abeokuta, Ogun, Nigeria",2020-02-28,96.6,76.5,85.3,112.9,76.5,95.0,76.8,77.5,0.0,0,0.0,,0,0,17.7,9.2,263.3,1010.8,32.4,5.1,228.6,19.9,8,,2020-02-28T07:00:02,2020-02-28T18:58:40,0.16,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"65210099999,DNIB,NII0000DNIB,NIM00065210,DNMM,NII0000DNMM,65201099999,65100099999,NIM00065208,65208099999"
"Abeokuta, Ogun, Nigeria",2020-02-29,94.4,79.6,86.0,113.7,79.6,98.4,78.9,80.3,0.0,0,0.0,,0,0,23.3,13.5,246.9,1010.0,29.8,4.8,244.7,21.2,9,,2020-02-29T06:59:39,2020-02-29T18:58:40,0.19,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"65210099999,DNIB,NII0000DNIB,NIM00065210,DNMM,NII0000DNMM,65201099999,65100099999,NIM00065208,65208099999"
"Abeokuta, Ogun, Nigeria",2020-03-01,95.4,82.4,86.9,111.0,94.3,101.0,79.4,79.7,0.0,0,0.0,,0,0,24.8,15.6,226.0,1010.4,38.2,5.6,204.4,17.6,8,,2020-03-01T06:59:16,2020-03-01T18:58:40,0.23,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"65210099999,DNIB,NII0000DNIB,NIM00065210,DNMM,NII0000DNMM,65201099999,NIM00065208,65100099999,65208099999"
